ID,Title,Category,Release_Date,Rating,Duration,Country,Data_Quality_Notes
2695,Titanic,Film,,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2696,The Dark Knight,Film,2018-07-20,R,120 min,U.S.A,Invalid date format
2697,Titanic,Movie,,PG-13,1 Season,India,"Cleaned missing values, standardized text & formats"
2698,Titanic,Tv Show,,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
2699,Unknown Title,Tv Show,2019-01-01,PG,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
2700,Inception,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
2701,The Matrix,Film,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2702,Avatar,Unknown,2018-07-20,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
2703,Unknown Title,Unknown,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2704,The Matrix,Tv Show,,PG-13,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
2705,Titanic,Unknown,2019-01-01,R,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
2706,Inception,Movie,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2707,Interstellar,Film,,NOT RATED,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2708,Inception,Tv Show,2018-07-20,NR,2 Seasons,India,Invalid date format
2709,Unknown Title,Unknown,2018-07-20,PG,120 min,Uk,"Cleaned missing values, standardized text & formats"
2710,Titanic,Film,,R,1 Season,Uk,"Cleaned missing values, standardized text & formats"
2711,Inception,Unknown,2019-01-01,NOT RATED,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2712,Jaws,Movie,,PG-13,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2713,Inception,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
2714,Titanic,Movie,2019-01-01,PG,2 Seasons,U.S.A,Invalid date format
2715,The Dark Knight,Tv Show,,PG,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
2716,Jaws,Film,,PG-13,90 min,India,"Cleaned missing values, standardized text & formats"
2717,Inception,Tv Show,2018-07-20,PG-13,120 min,India,Invalid date format
2718,Avatar,Unknown,,NR,,India,"Cleaned missing values, standardized text & formats"
2719,Avatar,Unknown,2019-01-01,NOT RATED,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
2720,Inception,Movie,,PG,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
2721,The Dark Knight,Movie,2019-01-01,NR,1 Season,India,Invalid date format
2722,Interstellar,Unknown,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2723,Titanic,Film,,PG-13,120 min,India,"Cleaned missing values, standardized text & formats"
2724,Avatar,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
2725,Interstellar,Film,,PG,120 min,Uk,"Cleaned missing values, standardized text & formats"
2726,Inception,Movie,2018-07-20,PG,2 Seasons,Uk,Invalid date format
2727,Unknown Title,Movie,,R,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2728,Interstellar,Unknown,2019-01-01,R,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
2729,Jaws,Film,,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
2730,The Matrix,Tv Show,2019-01-01,NOT RATED,1 Season,United States,Invalid date format
2731,Avatar,Tv Show,,PG-13,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
2732,Inception,Film,,PG,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
2733,Unknown Title,Tv Show,2018-07-20,PG-13,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2734,Titanic,Unknown,,R,1 Season,India,"Cleaned missing values, standardized text & formats"
2735,Unknown Title,Tv Show,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
2736,The Dark Knight,Movie,,NR,1 Season,India,"Cleaned missing values, standardized text & formats"
2737,Jaws,Movie,,R,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
2738,Inception,Tv Show,,R,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2739,Titanic,Tv Show,,R,90 min,India,"Cleaned missing values, standardized text & formats"
2740,The Dark Knight,Unknown,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2741,The Dark Knight,Film,2018-07-20,NOT RATED,2 Seasons,Uk,Invalid date format
2742,Inception,Tv Show,,PG,,Unknown,"Cleaned missing values, standardized text & formats"
2743,Jaws,Movie,,NR,90 min,India,"Cleaned missing values, standardized text & formats"
2744,Interstellar,Tv Show,,NR,,Unknown,"Cleaned missing values, standardized text & formats"
2745,Interstellar,Movie,2019-01-01,PG-13,90 min,India,Invalid date format
2746,The Dark Knight,Tv Show,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2747,Interstellar,Movie,2018-07-20,NOT RATED,2 Seasons,U.S.A,Invalid date format
2748,The Matrix,Tv Show,,R,1 Season,United States,"Cleaned missing values, standardized text & formats"
2749,The Dark Knight,Movie,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2750,The Dark Knight,Tv Show,,PG,90 min,United States,"Cleaned missing values, standardized text & formats"
2751,Titanic,Tv Show,,PG,1 Season,Uk,"Cleaned missing values, standardized text & formats"
2752,Interstellar,Movie,,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
2753,Jaws,Tv Show,2018-07-20,PG,1 Season,Uk,Invalid date format
2754,The Dark Knight,Film,,R,,U.S.A,"Cleaned missing values, standardized text & formats"
2755,Unknown Title,Unknown,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2756,Jaws,Tv Show,2018-07-20,NR,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2757,The Matrix,Tv Show,,NR,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2758,Titanic,Unknown,2019-01-01,PG,,Unknown,"Cleaned missing values, standardized text & formats"
2759,Inception,Tv Show,,R,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
2760,Jaws,Movie,2019-01-01,PG,120 min,U.S.A,Invalid date format
2761,The Dark Knight,Movie,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
2762,The Matrix,Film,2018-07-20,NR,120 min,Uk,Invalid date format
2763,Avatar,Movie,,PG-13,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
2764,The Matrix,Unknown,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
2765,The Matrix,Tv Show,2018-07-20,PG-13,90 min,U.S.A,Invalid date format
2766,Titanic,Tv Show,,PG-13,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2767,Inception,Movie,2019-01-01,NOT RATED,90 min,U.S.A,Invalid date format
2768,Avatar,Movie,2019-01-01,NR,120 min,Uk,Country naming inconsistent
2769,Interstellar,Movie,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2770,Interstellar,Tv Show,,PG-13,90 min,Uk,"Cleaned missing values, standardized text & formats"
2771,Jaws,Film,,PG,120 min,United States,"Cleaned missing values, standardized text & formats"
2772,The Matrix,Unknown,2018-07-20,NOT RATED,,Uk,"Cleaned missing values, standardized text & formats"
2773,Unknown Title,Film,,R,1 Season,India,"Cleaned missing values, standardized text & formats"
2774,Titanic,Film,2019-01-01,NOT RATED,1 Season,India,Invalid date format
2775,Unknown Title,Tv Show,,R,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
2776,Titanic,Film,2018-07-20,NR,90 min,United States,Invalid date format
2777,Interstellar,Movie,2019-01-01,PG,1 Season,India,Data looks clean
2778,Jaws,Tv Show,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2779,Jaws,Movie,2018-07-20,R,,Unknown,"Cleaned missing values, standardized text & formats"
2780,Jaws,Tv Show,2019-01-01,PG,120 min,Uk,Rating values inconsistent
2781,Avatar,Film,2018-07-20,R,120 min,Uk,Rating values inconsistent
2782,Inception,Movie,2019-01-01,R,90 min,India,Rating values inconsistent
2783,Avatar,Movie,2019-01-01,PG,90 min,Unknown,"Cleaned missing values, standardized text & formats"
2784,The Dark Knight,Movie,,PG-13,,India,"Cleaned missing values, standardized text & formats"
2785,The Dark Knight,Tv Show,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
2786,Unknown Title,Tv Show,,PG,,India,"Cleaned missing values, standardized text & formats"
2787,Inception,Film,2019-01-01,NOT RATED,120 min,India,Invalid date format
2788,Interstellar,Movie,2018-07-20,R,120 min,India,Country naming inconsistent
2789,Inception,Unknown,,PG-13,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
2790,Titanic,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
2791,The Dark Knight,Unknown,2019-01-01,NR,90 min,Unknown,"Cleaned missing values, standardized text & formats"
2792,The Matrix,Film,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
2793,The Matrix,Film,,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
2794,Interstellar,Movie,,R,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
2795,Titanic,Movie,,R,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
2796,Unknown Title,Tv Show,2018-07-20,NR,1 Season,United States,"Cleaned missing values, standardized text & formats"
2797,Avatar,Tv Show,,NR,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2798,Titanic,Tv Show,,NR,,Uk,"Cleaned missing values, standardized text & formats"
2799,The Matrix,Movie,2019-01-01,PG,90 min,Uk,Invalid date format
2800,The Matrix,Film,,PG,1 Season,United States,"Cleaned missing values, standardized text & formats"
2801,Unknown Title,Movie,2018-07-20,R,120 min,India,"Cleaned missing values, standardized text & formats"
2802,The Dark Knight,Film,2019-01-01,R,90 min,United States,Rating values inconsistent
2803,Titanic,Film,2019-01-01,NR,120 min,India,Rating values inconsistent
2804,Titanic,Movie,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2805,The Matrix,Movie,,PG-13,90 min,India,"Cleaned missing values, standardized text & formats"
2806,Avatar,Tv Show,,PG,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
2807,Interstellar,Unknown,2018-07-20,R,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
2808,Jaws,Film,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2809,Interstellar,Film,2019-01-01,R,1 Season,U.S.A,Invalid date format
2810,Titanic,Movie,,NR,120 min,Uk,"Cleaned missing values, standardized text & formats"
2811,Interstellar,Unknown,,NR,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
2812,The Matrix,Tv Show,,NR,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
2813,The Matrix,Movie,2019-01-01,PG-13,90 min,U.S.A,Invalid date format
2814,Unknown Title,Unknown,,PG-13,,India,"Cleaned missing values, standardized text & formats"
2815,Titanic,Movie,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
2816,Unknown Title,Film,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
2817,Titanic,Tv Show,,NOT RATED,1 Season,United States,"Cleaned missing values, standardized text & formats"
2818,Jaws,Movie,,PG-13,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
2819,Jaws,Tv Show,,R,,U.S.A,"Cleaned missing values, standardized text & formats"
2820,The Dark Knight,Movie,2019-01-01,PG,,Uk,"Cleaned missing values, standardized text & formats"
2821,Titanic,Unknown,2018-07-20,NR,,Unknown,"Cleaned missing values, standardized text & formats"
2822,Avatar,Movie,2019-01-01,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
2823,Interstellar,Movie,,NR,,Unknown,"Cleaned missing values, standardized text & formats"
2824,Titanic,Tv Show,2019-01-01,R,90 min,India,Invalid date format
2825,Inception,Tv Show,,NR,90 min,India,"Cleaned missing values, standardized text & formats"
2826,The Dark Knight,Movie,,PG-13,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
2827,Inception,Movie,2019-01-01,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
2828,The Matrix,Tv Show,,NR,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
2829,Jaws,Tv Show,2018-07-20,R,90 min,U.S.A,Invalid date format
2830,Interstellar,Unknown,2019-01-01,PG,,U.S.A,"Cleaned missing values, standardized text & formats"
2831,Titanic,Unknown,,NR,120 min,Uk,"Cleaned missing values, standardized text & formats"
2832,Inception,Movie,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
2833,Interstellar,Tv Show,,NR,90 min,Uk,"Cleaned missing values, standardized text & formats"
2834,The Matrix,Movie,,NOT RATED,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
2835,Jaws,Movie,,PG-13,90 min,Uk,"Cleaned missing values, standardized text & formats"
2836,Avatar,Unknown,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2837,The Dark Knight,Film,2018-07-20,PG-13,90 min,India,Invalid date format
2838,Interstellar,Movie,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2839,Interstellar,Movie,2018-07-20,PG,1 Season,India,Invalid date format
2840,Avatar,Tv Show,,NOT RATED,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2841,Interstellar,Unknown,,PG-13,90 min,India,"Cleaned missing values, standardized text & formats"
2842,The Matrix,Film,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
2843,The Matrix,Movie,,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2844,Avatar,Unknown,2019-01-01,PG,90 min,Unknown,"Cleaned missing values, standardized text & formats"
2845,The Dark Knight,Tv Show,,NR,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
2846,Titanic,Tv Show,2018-07-20,NOT RATED,,Uk,"Cleaned missing values, standardized text & formats"
2847,Inception,Movie,,R,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2848,Titanic,Tv Show,,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
2849,Interstellar,Movie,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
2850,Inception,Tv Show,2019-01-01,PG,90 min,India,Invalid date format
2851,Unknown Title,Movie,2018-07-20,NR,1 Season,United States,"Cleaned missing values, standardized text & formats"
2852,Avatar,Movie,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2853,Avatar,Movie,,NR,,India,"Cleaned missing values, standardized text & formats"
2854,The Dark Knight,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
2855,Inception,Tv Show,2018-07-20,PG,2 Seasons,United States,Invalid date format
2856,The Matrix,Movie,2019-01-01,PG,90 min,United States,Rating values inconsistent
2857,Inception,Tv Show,,PG,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
2858,Interstellar,Unknown,,R,,India,"Cleaned missing values, standardized text & formats"
2859,The Matrix,Movie,,NOT RATED,1 Season,Uk,"Cleaned missing values, standardized text & formats"
2860,Jaws,Tv Show,,NOT RATED,120 min,Unknown,"Cleaned missing values, standardized text & formats"
2861,Jaws,Movie,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
2862,Unknown Title,Tv Show,,PG,1 Season,Uk,"Cleaned missing values, standardized text & formats"
2863,Jaws,Unknown,,PG,1 Season,Uk,"Cleaned missing values, standardized text & formats"
2864,Avatar,Unknown,2018-07-20,NR,90 min,India,"Cleaned missing values, standardized text & formats"
2865,Inception,Film,,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
2866,Jaws,Film,2019-01-01,PG-13,,India,"Cleaned missing values, standardized text & formats"
2867,Titanic,Film,,NR,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
